0 1578 1532
1609 0 1593
3825 52 2217
2633 4281 2617
99 324 869
1354 4971 2013
355 0 351
1471 2738 1455
23873 23898 23887
3741 2301 2059
378 0 381
1647 0 1631
103 977 889
22381 54 685
5034 3905 5067
794 0 1451
2208 899 834
992 765 954
23837 23792 2214
372 374 1818
22371 64 677
0 2016 22635
365 0 1160
2769 6986 4060
23745 0 23682
3072 0 23547
1110 0 343
2212 895 826
22383 740 679
3056 5197 3484
2503 1155 1202
0 1677 1645
2385 739 1041
1771 3006 1724
3206 323 737
85 2173 23585
23743 779 59
1007 3140 371
3077 3276 22283
0 1607 1629
1593 0 1577
2296 3815 3893
23748 2168 23749
815 3109 1855
1132 2411 1148
4951 2372 1011
6200 5555 2147
1957 1854 4064
58 2166 834
389 0 795
23823 2949 337
3 1010 977
2164 76 23682
3534 1861 14
909 814 115
22629 23707 3759
3856 2212 95
0 416 49
37 955 0
835 2375 67
2065 744 975
897 2172 972
1198 2437 1212
3536 1865 21
3735 2317 2057
95 826 112
0 60 23748
925 3625 900
831 2377 23796
2821 3128 979
4026 3055 705
23542 23654 23528
1841 1966 695
2212 4041 109
22387 182 673
23746 832 53
3148 3623 890
1067 0 22294
1349 2617 1335
4096 2388 105
277 0 632
3243 772 1005
3273 2204 1930
2210 885 812
36 0 972
793 0 23680
1904 3525 3246
2334 3751 2158
1375 2658 1115
2327 5294 4180
6363 3295 3626
935 0 825
1148 2429 1166
22626 957 0
2230 57 66
3949 993 2051
1577 0 1561
1978 0 1010
3154 5 678
3847 3681 4793
23754 22628 23808
5101 3351 5621
1976 2217 13
23687 23684 23686
80 955 1843
115 2186 3828
22373 2231 674
769 1990 23800
74 3239 937
3223 928 0
22452 2370 988
767 66 0
824 2239 114
113 953 0
55 106 2227
3245 945 2227
3282 2230 767
0 1375 1300
2228 824 156
821 0 125
4193 2618 2634
22377 240 683
0 928 827
23814 23768 23695
2205 120 820
1271 2535 1255
725 803 2861
2198 135 822
866 2284 710
941 0 179
5443 3299 4729
2353 218 963
23803 23760 1991
704 3098 23540
910 0 128
0 2033 163
23585 23699 23584
22452 3671 3540
4046 1854 2239
22505 1829 23550
22455 2022 671
4156 2498 2518
5101 4161 3281
2889 2904 2918
2367 3796 1107
0 790 874
2370 1869 3102
1463 0 1711
1813 0 23705
22375 225 680
152 3397 22455
22385 151 671
776 22278 22389
0 953 2003
22303 22275 23532
957 119 0
818 208 2184
2801 23707 1249
23583 791 1969
22603 855 3227
2185 952 1866
918 2306 817
627 2145 136
743 2090 930
1929 3622 3397
1143 840 1127
2303 1993 3743
3717 3878 3853
828 218 2178
2210 4039 749
3213 926 0
22341 22311 3561
3170 3526 4738
2072 631 2475
23609 23704 22609
22599 2124 2350
1473 614 688
5554 3830 2919
2201 130 828
2037 984 2202
